Outlet Code,Outlet Name,Sap No,Freezer Model,SCAN Location Latitude,SCAN Location Longitude
HUL-I10C181P3529-P3529,SAI NATH,400100375070,W425G - WESTERN 425L GLASSTOP,19.2042436,73.1535563
HUL-I134859P1093-P1093,PVR INOX Limited (MUMBAI VASHI),30000952,VT3 - NUCAB 400L GLASSTOP,19.0644744,72.9968335
HUL-I10A451P9820-P9820,GUPTA PAN & GENERAL STORE,400100384763,W425G - WESTERN 425L GLASSTOP,19.1324692,72.8697415
HUL-I134490P10108-P10108,Raj Luxmi Dairy Farm,400100389987,W525G - WESTERN 525L GLASSTOP,19.2037835,72.8531554
HUL-I10C181P3637-P3637,Bhawani Medical,400100382333,W425G - WESTERN 425L GLASSTOP,19.210155,73.1548889
HUL-I10C181P3527-P3527,Bhirunath Dairy,400100389999,W525G - WESTERN 525L GLASSTOP,19.2114143,73.1526823
HUL-I10A421P6805-P6805,mumbadevi Medical And General Store (Laxman),30086055,W425G - WESTERN 425L GLASSTOP,19.0437957,72.8721587
HUL-I10C181P3182-P3182,Krishna Medical & General Stores,400100319281,W425G - WESTERN 425L GLASSTOP,19.2137617,73.152473
HUL-I10A451P9965-P9965,MS MARUTI SWEETS SNACKS AND DRY FRUITS,400100339047,W525G - WESTERN 525L GLASSTOP,19.1378492,72.8705976
HUL-I134897P15448-P15448,SHREE BHAVANI DAIRY,400100254126,W325G - WESTERN 325L GLASSTOP,19.2139099,72.9564902
HUL-I134490P9585-P9585,Krishna Dairy,400100291417,W425G - WESTERN 425L GLASSTOP,19.2034988,72.8735111
HUL-I190034P0119-P0119,RAHUL ICE CREAM CORNER NO-1,400100255803,W425G - WESTERN 425L GLASSTOP,19.215147,72.957786
HUL-I170029P2294-P2294,NAGVESHI ICE CREAM & SODA CENTER,30153447,W525G - WESTERN 525L GLASSTOP,19.2284853,73.1362755
HUL-I10A421P6904-P6904,Jay Bhole Nath Store,400100380024,W425G - WESTERN 425L GLASSTOP,19.0375023,72.8659251
HUL-I134490P6255-P6255,RADHA KRISHNA PHARMA,30081599,W425G - WESTERN 425L GLASSTOP,19.2041241,72.8743467
HUL-I134556P1669-P1669,SHOP N SHOP,400100092097,VT3 - NUCAB 400L GLASSTOP,19.1394084,72.8690865
HUL-I190034P1407-P1407,OM BHOLENATH ICE CREAM,400100335840,W425G - WESTERN 425L GLASSTOP,19.2139707,72.9586982
HUL-I10A008P1508-P1508,NEW ROYAL CHEMIST & DRUGGIST (BOR-W),30095813,W325G - WESTERN 325L GLASSTOP,19.2339879,72.8563757
HUL-I10A438P12737301-P12737301,Mahakal Pan Mandir,400100338972,W325G - WESTERN 325L GLASSTOP,19.4679513,72.8063109
HUL-I134897P15498-P15498,Laxmi General Store,400100254138,W325G - WESTERN 325L GLASSTOP,19.2141421,72.9611543
HUL-I10A438P12737646-P12737646,Puran Medical,400100369860,W325G - WESTERN 325L GLASSTOP,19.4720637,72.80403
HUL-I134490P9696-P9696,Siddhivinayak Medical,30153529,W525G - WESTERN 525L GLASSTOP,19.2057844,72.8741972
HUL-I10C162P3278-P3278,PAWAN MEDICAL& GEN.STORES,400100335552,W425G - WESTERN 425L GLASSTOP,19.2151678,72.9641936
HUL-I10A008P447659-P447659,5.Shree Radhekrishna Medico and General Stores,400100215723,W325G - WESTERN 325L GLASSTOP,19.2331938,72.8525766
HUL-I10A421P6246-P6246,ASHOK GENERAL AND PROVISION STORE,400100384623,W225G - WESTERN 225L GLASSTOP,19.0186789,72.8635381
HUL-I170029P2181-P2181,WELNESS FOREVER. HP CORPORATION,30049546,W425G - WESTERN 425L GLASSTOP,19.2428456,73.1280671
HUL-I10C162P3599-P3599,SANGALI MEDICAL & PHARMACY,400100374995,W425G - WESTERN 425L GLASSTOP,19.207421,72.9644725
HUL-I10A438P12737125-P12737125,SHREE APNA BAZAR,30075781,W425G - WESTERN 425L GLASSTOP,19.4720712,72.8041679
HUL-I10C162P3706-P3706,CHAMARIYA SUPER MARKET LLP (RAYMOND),400100386040,W525G - WESTERN 525L GLASSTOP,19.213294,72.9677778
HUL-I10C273P3338-P3338,SNEHA DAIRY AND GENRAL STORE,400100389396,W325G - WESTERN 325L GLASSTOP,18.9898029,73.1129342
HUL-I10A421P6594-P6594,ESSWELL MEDICAL,400100325868,W325G - WESTERN 325L GLASSTOP,19.0361991,72.8774763
HUL-I170029P1873-P1873,LAXMI DAIRY (ROC),30066465,W425G - WESTERN 425L GLASSTOP,19.2490217,73.1239737
HUL-I134490P1691-P1691,HOTEL D. SHARMA PUNJAB (KHR-W),30029199,VT2 - NUCAB 300L GLASSTOP,19.0683611,72.8386431
HUL-I134490P1670-P1670,NOBLE CHEMIST (THAKUR COMPLEX),400100269228,W525G - WESTERN 525L GLASSTOP,19.2123895,72.8675618
HUL-I10C162P3168-P3168,WELLNESS FOREVER CHEMIST (Tenx),400100335655,W425G - WESTERN 425L GLASSTOP,19.2136932,72.9678697
HUL-I134492P379-P379,J.P.STORES (BOR-W),30031786,VT2 - NUCAB 300L GLASSTOP,19.2330729,72.8528402
HUL-I10C162P3306-P3306,NEW 1. MAHALAXMI MEDICAL AND GENERAL STORE.,400100333213,W325G - WESTERN 325L GLASSTOP,19.2140102,72.968053
HUL-I134490P9698-P9698,AAI SHREE KODIYAR KATHIYAWADI DHABA,400100219482,W425G - WESTERN 425L GLASSTOP,19.2124267,72.8675506
HUL-I10A438P12734344-P12734344,FANTASY CAKES,30112282,W325G - WESTERN 325L GLASSTOP,19.4738627,72.8054008
HUL-I10A451P10110-P10110,Madina Dryfruite,400100370055,W325G - WESTERN 325L GLASSTOP,19.122519,72.869194
HUL-I10C273P3152-P3152,GAJANAN GENRAL STORE,400100384391,W425G - WESTERN 425L GLASSTOP,18.9843847,73.1122584
HUL-I134490P2961-P2961,AAIJEE CHEMIST (THA-COM),400100266686,W425G - WESTERN 425L GLASSTOP,19.2137152,72.8673502
HUL-I190034P8324-P8324,SHRI GANESH GENERAL STORE (vartak Ngr),400100341210,W525G - WESTERN 525L GLASSTOP,19.2128581,72.9545992
HUL-I10C032P2168-P2168,MS SAI ENTERPRISES,400100226148,W325G - WESTERN 325L GLASSTOP,19.2617413,73.1288231
HUL-I10A438P12737469-P12737469,Mamta Medical Store,400100359091,W325G - WESTERN 325L GLASSTOP,19.4738632,72.8061516
HUL-I134492P524-P524,DEWASI TRADERS (BOR-W),400100122901,VT4 - NUCAB 450L GLASSTOP,19.2332156,72.8513828
HUL-I134490P1680-P1680,CHAUDHARY GRAIN STORES (MODERNDAIRY) (TH COMPLEX),30034045,VT4 - NUCAB 450L GLASSTOP,19.2137591,72.8667748
HUL-I10A438P12734100-P12734100,GLOBAL CHEMIST,30130379,W325G - WESTERN 325L GLASSTOP,19.473809,72.8063191
HUL-I134490P1574-P1574,STAR HOME SUPER MARKET (KAN-COMPLEX),30117680,W425G - WESTERN 425L GLASSTOP,19.213844,72.8662189
HUL-I10C032P2080-P2080,PRAVIN KIRANA STORES,30001015,VT2 - NUCAB 300L GLASSTOP,19.2617316,73.1288468
HUL-I10A421P6889-P6889,MEDICINE HUB,400100358969,W325G - WESTERN 325L GLASSTOP,19.0375212,72.8661038
HUL-I10A008P448325-P448325,3. Gopaal Pharmacy,400100331491,W325G - WESTERN 325L GLASSTOP,19.2385468,72.8482393
HUL-I10C032P2160-P2160,MS.DEVNARAYAN KIRANA GENERAL STORE AND Stationary,400100215499,W325G - WESTERN 325L GLASSTOP,19.2624364,73.1285292
HUL-I10A438P12737571-P12737571,Shree Krishna Bhelpuri House,400100370050,W325G - WESTERN 325L GLASSTOP,19.4734728,72.8067062
HUL-I10A442P496-P496,SHREE KRISHNA MEDICAL AND GENREL STORES,30125262,W325G - WESTERN 325L GLASSTOP,19.2353738,72.8483059
HUL-I10A421P6226-P6226,MEDICURE CHEMIST,400100375052,W425G - WESTERN 425L GLASSTOP,19.0340693,72.8591656
HUL-I10A008P448353-P448353,Gupta Super market,400100333143,W325G - WESTERN 325L GLASSTOP,19.2354139,72.8483174
HUL-I10A438P12736795-P12736795,Param Medical,400100292764,W425G - WESTERN 425L GLASSTOP,19.4711391,72.8089793
HUL-I134242P541-P541,SUNCITY MARKET,400100261824,W325G - WESTERN 325L GLASSTOP,19.4717697,72.8085701
HUL-I10A421P6892-P6892,MAHALAXMI JUICE AND FOOD CORNER,400100359079,W325G - WESTERN 325L GLASSTOP,19.0390478,72.8664149
HUL-I10A438P12737589-P12737589,Krishna Pan And cold drink house,30050156,W325G - WESTERN 325L GLASSTOP,19.4718026,72.806713
HUL-I10A438P12737055-P12737055,Shiv Sagar Dairy,400100341141,W525G - WESTERN 525L GLASSTOP,19.4722183,72.8061253
HUL-I10A421P6935-P6935,JAYAM ENTERPRISES,400100390090,W325G - WESTERN 325L GLASSTOP,19.0399208,72.8696235
HUL-I10A438P12736713-P12736713,BARAT MATA GENERAL STORE,400100286218,W325G - WESTERN 325L GLASSTOP,19.469336,72.8122733
HUL-I170108P1390-P1390,NEW GRANT HOTEL,400100384540,W425G - WESTERN 425L GLASSTOP,18.9620182,72.8184754
HUL-I10A438P12736899-P12736899,M S OM SIDDIVINAYK KIRARA GENERAL STORE,400100229282,W325G - WESTERN 325L GLASSTOP,19.4692422,72.8121453
HUL-I170108367-367,DELHI DARBAR,400100252540,W325G - WESTERN 325L GLASSTOP,18.9614222,72.8233357
HUL-I10C181P3525-P3525,Balaji General Store,400100324569,W425G - WESTERN 425L GLASSTOP,19.2208343,73.15685
HUL-I10C181P3647-P3647,Pradeep Gupta Kirana & General Store,400100384208,W425G - WESTERN 425L GLASSTOP,19.2235307,73.152988
HUL-I170105P3163-P3163,HOTEL GAODEVI,400100339046,W525G - WESTERN 525L GLASSTOP,19.1399725,73.0078422
HUL-I10C181P3496-P3496,Sai Prasad Sweets,400100390060,W325G - WESTERN 325L GLASSTOP,19.2261716,73.1555181
HUL-I10A304P3780-P3780,Yash Medical & General Stores,400100220086,W425G - WESTERN 425L GLASSTOP,19.2246133,73.1510158
HUL-I10C181P3524-P3524,Dharma Kirana Store,400100380046,W425G - WESTERN 425L GLASSTOP,19.2198063,73.1593191
HUL-I10C181P3526-P3526,MALAS COLDRINK,400100381993,W425G - WESTERN 425L GLASSTOP,19.2177645,73.1582503
HUL-I10C258P865-P865,Ramji dairy,30100569,W425G - WESTERN 425L GLASSTOP,19.2846807,73.0512861
HUL-I10C032P4457-P4457,Ms Raj Medical Stores,400100274018,W425G - WESTERN 425L GLASSTOP,19.2616682,73.1230012
HUL-I134859P958-P958,Reliance Retail Limited (Orion Mall Panvel),30153140,W525G - WESTERN 525L GLASSTOP,18.9933729,73.1157627
HUL-I10A451P8967-P8967,HANUMAN STORE AND PAN CENTRE,400100215683,W325G - WESTERN 325L GLASSTOP,19.1059931,72.8946157
HUL-I10C032P5666-P5666,Mamta Chemist (Kalyan),400100254145,W425G - WESTERN 425L GLASSTOP,19.26031,73.1228517
HUL-I133832P12255-P12255,7 Eleven Panvel,30114214,W325G - WESTERN 325L GLASSTOP,18.9932713,73.115844
HUL-I134897P12521-P12521,VIVA ENTERPRISES,30075354,XF282 - XING XING 300L HARDTOP,19.1571161,72.9304457
HUL-I170029P6380-P6380,PANKAJ SUPER MARKET .1,400100255869,W425G - WESTERN 425L GLASSTOP,19.2577104,73.1223535
HUL-I134490P6460-P6460,M/S SHREE LAXMI DAIRY FARM ( MUM-56),30124680,XS550 - XING XING 475L GLASSTOP,19.1024955,72.8409442
HUL-I10C258P973-P973,Drishti Medicle,400100368553,W325G - WESTERN 325L GLASSTOP,19.2774756,73.0777043
HUL-133060P4373-P4373,KISHOR STORES (BHANDUP-W),30027356,VT2 - NUCAB 300L GLASSTOP,19.1565782,72.9307477
HUL-I10C258P779-P779,MOM GALAXY & DRYFRUITS,400100386069,W525G - WESTERN 525L GLASSTOP,19.2681136,73.0848001
HUL-I134859P128-P128,PVR CINEMA,400100286634,W325G - WESTERN 325L GLASSTOP,18.9935521,73.1156774
HUL-I170029P847-P847,NEW RUPAM SUPERMARKET & DRYFRUITS,400100377393,W425G - WESTERN 425L GLASSTOP,19.2058313,73.1900193
HUL-I134490P6233-P6233,M/S DISHA GENERAL STORE (VLP-W),30008116,VT3 - NUCAB 400L GLASSTOP,19.102493,72.8409337
HUL-I10A451P1184-P1184,RAINBOW JUICE CENTRE,400100324400,W525G - WESTERN 525L GLASSTOP,19.109532,72.8972279
HUL-I134490P2092-P2092,KRISHNA MEDICAL AND GENERAL STORES (TKR-VILL),400100266723,W425G - WESTERN 425L GLASSTOP,19.2135029,72.8745719
HUL-I170029P1707-P1707,NISHA ENTERPRISES D.B.CHOWK,30078146,W425G - WESTERN 425L GLASSTOP,19.2592452,73.1282915
HUL-I10C258P1076-P1076,Abhishek Ice Cream,400100390015,W225G - WESTERN 225L GLASSTOP,19.292487,73.0613044
HUL-I134714P1913-P1913,Reliance Retail Limited (Thakur Village),400100389434,W525G - WESTERN 525L GLASSTOP,19.2100176,72.8758572
HUL-I10C159P3032-P3032,Vish Citi Private Limited,400100279311,W525G - WESTERN 525L GLASSTOP,19.0949796,73.0171852
HUL-I10C140P7537-P7537,MAJISA SWEET MART,400100273636,W425G - WESTERN 425L GLASSTOP,18.9748273,73.0625158
HUL-I134490P9410-P9410,Shree Siddhivinayak Medical And General Store,30125301,W325G - WESTERN 325L GLASSTOP,19.2102732,72.8766317
HUL-I134490P2850-P2850,EMPIRE DRY FRUIT AND GENERAL STORE (THA-VILL),30114646,W325G - WESTERN 325L GLASSTOP,19.2102272,72.8770779
HUL-I10A451P10060-P10060,Arbaz Store,400100368408,W325G - WESTERN 325L GLASSTOP,19.1111149,72.9029932
HUL-I170105P3642-P3642,GEETA GENERAL STORE(TURBHE),30004093,VT2 - NUCAB 300L GLASSTOP,19.078603,73.0183077
HUL-I134490P9429-P9429,SHREE BHAVANI MEDICAL,400100254261,W425G - WESTERN 425L GLASSTOP,19.2080011,72.8783183
HUL-I134490P9700-P9700,New Shilpa Chemist,400100292725,W425G - WESTERN 425L GLASSTOP,19.2079727,72.8784997
HUL-I134490P9463-P9463,MY CHOICE SUPER MARKET,400100266747,W425G - WESTERN 425L GLASSTOP,19.2075412,72.8787187
HUL-I10A438P12736927-P12736927,AAIJI CHEMIEST,400100386338,W525G - WESTERN 525L GLASSTOP,19.4597698,72.81341689999999
HUL-I10C181P3543-P3543,Waheguru Bakery & General Store,400100380047,W425G - WESTERN 425L GLASSTOP,19.2122198,73.156483
HUL-I10A451P10076-P10076,Vaseem General Store,400100385706,W225G - WESTERN 225L GLASSTOP,19.1117161,72.90297
HUL-I10C032P5078-P5078,Sai Prasad Medical & Gen Store,400100281913,W325G - WESTERN 325L GLASSTOP,19.2453127,73.1274632
HUL-I10C181P3522-P3522,Davaindia Generic Pharmacy,400100370057,W325G - WESTERN 325L GLASSTOP,19.2115671,73.1590722
HUL-I170105P2397-P2397,HARINIWAS DAIRY & SWEETS,30131851,W425G - WESTERN 425L GLASSTOP,19.0764238,73.0185547
HUL-I10A438P12736063-P12736063,MANNAT CHEMIST,30090113,W325G - WESTERN 325L GLASSTOP,19.4594812,72.8181573
HUL-I10C258P1037-P1037,Sumit Kirana &General Store,400100390003,W225G - WESTERN 225L GLASSTOP,19.2788404,73.0730089
HUL-I134490P2184-P2184,NEW AMAR DRY FRUIT (DAH-E),30130928,W325G - WESTERN 325L GLASSTOP,19.2587566,72.8631517
HUL-I10C181P3604-P3604,JAWAHAR MEDICAL AND GENERAL STORE,400100390058,W325G - WESTERN 325L GLASSTOP,19.2152501,73.1582441
HUL-I10A421P6456-P6456,New Life Chemist,400100290208,W425G - WESTERN 425L GLASSTOP,19.051314,72.8617061
HUL-I170029P897-P897,RADHA   MEDICAL  &  GENERAL  STORES,400100252577,W325G - WESTERN 325L GLASSTOP,19.2465759,73.1211532
HUL-I134490P10061-P10061,Chat Express,400100379978,W425G - WESTERN 425L GLASSTOP,19.2024971,72.8531411
HUL-I10A451P10192-P10192,Ashish Fast Foods,400100382242,W425G - WESTERN 425L GLASSTOP,19.1155071,72.9051747
HUL-I10A438P12736789-P12736789,SHREE SAI SAMRATH KRIPAA,400100286211,W325G - WESTERN 325L GLASSTOP,19.4610226,72.8230074
HUL-I10C258P729-P729,Vee Mart,400100319355,W425G - WESTERN 425L GLASSTOP,19.2791618,73.0806704
HUL-I10C032P5308-P5308,Ms Shree Ganesh Ice Cream,400100384498,W425G - WESTERN 425L GLASSTOP,19.243911,73.1259212
HUL-I10A421P1180-P1180,MANGESH GENERAL STORE,30100188,W325G - WESTERN 325L GLASSTOP,19.0496894,72.8611339
HUL-I10A451P9418-P9418,IN TIME GANARAL STORE,400100268166,W425G - WESTERN 425L GLASSTOP,19.1205881,72.8979839
HUL-I10A341P5924-P5924,NEW PHARMA STREET,400100339426,W325G - WESTERN 325L GLASSTOP,18.9639569,72.8182349
HUL-I10C181P3237-P3237,Foodlands Wine Dine,400100335625,W425G - WESTERN 425L GLASSTOP,19.212826,73.1643617
HUL-I10C258P1077-P1077,Baiju Kirana Store,400100390076,W325G - WESTERN 325L GLASSTOP,19.2515394,73.1071142
HUL-I10A438P12737386-P12737386,Aman General store,400100279299,W525G - WESTERN 525L GLASSTOP,19.4535798,72.8270049
HUL-I133959P1229-P1229,J.J. STORE,400100286684,W325G - WESTERN 325L GLASSTOP,19.0499162,72.856527
HUL-I10C032P5212-P5212,"MS, SHIV SHAKTI SWEET AND FARSAN",400100291536,W425G - WESTERN 425L GLASSTOP,19.2848412,73.1087894
HUL-I10A438P12736444-P12736444,DEV NARAYAN DAIRY AND KIRANA STORE,400100251808,W325G - WESTERN 325L GLASSTOP,19.4537972,72.8268491
HUL-I134490P9034-P9034,Shri Guru Paurnima General  Store,400100215710,W325G - WESTERN 325L GLASSTOP,19.2498522,72.8717561
HUL-I10A421P6576-P6576,1. S.R.GENERAL SHOP,400100252550,W325G - WESTERN 325L GLASSTOP,19.0482485,72.8588976
HUL-I10A438P12736088-P12736088,RUNA.GENERAL STORE,30111701,W325G - WESTERN 325L GLASSTOP,19.4535213,72.8268688
HUL-I10C258P923-P923,Muskan Kirana And General Store,400100375097,W425G - WESTERN 425L GLASSTOP,19.28915,73.0721466
HUL-I10A421P1430-P1430,CARE MEDICO,30114672,W325G - WESTERN 325L GLASSTOP,19.0480527,72.8588356
HUL-I134490P8915-P8915,BHAKTI S CAKE DREAMS,400100211717,W325G - WESTERN 325L GLASSTOP,19.2494907,72.8702435
HUL-I134524P372-P372,DENISH THE CAKE SHOP,400100151196,VT3 - NUCAB 400L GLASSTOP,19.4547382,72.8259836
HUL-I10C258P1058-P1058,Shivansh Kirana &General Store,400100384737,W425G - WESTERN 425L GLASSTOP,19.293726,73.0567499
HUL-I170108P3935-P3935,SHRI SHIVSAINATH DAIRY FARM & FARSAN MART,400100220138,W425G - WESTERN 425L GLASSTOP,19.0485303,72.8599493
HUL-I10A421P4993-P4993,LAXMI MEDICO AND GENERAL STORES,400100341103,W425G - WESTERN 425L GLASSTOP,19.047641,72.8607721
HUL-I10C258P1064-P1064,Azika Kirana Store,400100390048,W325G - WESTERN 325L GLASSTOP,19.2915127,73.0506737
HUL-134119D-P25719-D-P25719,DIKSHA MEDICAL & GEN STORES-D,400100372129,W425G - WESTERN 425L GLASSTOP,19.4696853,72.7993706
HUL-I10A421P1431-P1431,BROWNIE POINT,30114390,W325G - WESTERN 325L GLASSTOP,19.0480004,72.8576912
HUL-I10A438P12736594-P12736594,NAVRANG SUPER MARKET,30049941,W325G - WESTERN 325L GLASSTOP,19.4710464,72.7995406
HUL-I133959P962-P962,M/S UNCLE ICE CREAM AGANCY,400100341221,W525G - WESTERN 525L GLASSTOP,19.0445597,72.8543435
HUL-I10A438P12737586-P12737586,Ms 1.. Nirmala Store,400100370461,W325G - WESTERN 325L GLASSTOP,19.471277,72.799616
HUL-I10A438P12736283-P12736283,MAA JIVDANI SUPER MARKET,30155007,W425G - WESTERN 425L GLASSTOP,19.4728057,72.8000201
HUL-I10A438P12737180-P12737180,NEW MAHAKAL PAAN MANDIR,400100293522,W425G - WESTERN 425L GLASSTOP,19.4729617,72.8002447
HUL-I10A421P1281-P1281,SHIFA MEDICAL AND GENERAL STORES,30100485,W425G - WESTERN 425L GLASSTOP,19.0445811,72.8520006
HUL-I170108P4045-P4045,CHISHTY MILK CENTRE,400100377436,W225G - WESTERN 225L GLASSTOP,19.0445542,72.8519939
HUL-I10A438P12737143-P12737143,MS LAXMI MEDICAL,400100319384,W425G - WESTERN 425L GLASSTOP,19.4712237,72.8005674
HUL-I10A421P1183-P1183,SAILEELA DAIRY,400100153399,VT3 - NUCAB 400L GLASSTOP,19.041268,72.8551072
HUL-I10A421P6538-P6538,New Wellness Medico,400100280536,W525G - WESTERN 525L GLASSTOP,19.0397201,72.8545883
HUL-I10C181P3666-P3666,Nirmal Enterprises,400100390034,W325G - WESTERN 325L GLASSTOP,19.2132705,73.169881
HUL-I10C032P5795-P5795,Dutta Krupa Dudh Dairy,400100333200,W325G - WESTERN 325L GLASSTOP,19.3035227,73.1968869
HUL-I10C140P7585-P7585,M D PAN SHOP,400100284410,W325G - WESTERN 325L GLASSTOP,18.9695582,73.1331552
HUL-I10C273P2501-P2501,TASTE OF AAGRI FAMILY RESTAURANT &BAR,400100335548,W425G - WESTERN 425L GLASSTOP,18.9656612,73.1397781
HUL-I10C032P5741-P5741,Prince Dairy,400100322097,W325G - WESTERN 325L GLASSTOP,19.1825415,73.0371543
HUL-I10C181P3337-P3337,Ambika Sweets And Farsan,400100384442,W425G - WESTERN 425L GLASSTOP,19.2009507,73.1748399
HUL-I134859P994-P994,ANURADHA ENTERPRISES,400100219079,W425G - WESTERN 425L GLASSTOP,18.9648316,73.1412796
HUL-I170105P5560-P5560,SHRI SIDDHIVINAYAK MILK AND HELTH SHOP (OTHER),30083809,W325G - WESTERN 325L GLASSTOP,19.0794184,72.9965001
HUL-I190034P1644-P1644,NEW VIJAYA OIL TRADERS,400100157940,VT4 - NUCAB 450L GLASSTOP,19.2481621,73.0188229
HUL-I10C162P3721-P3721,OM SAIRAM GENERAL GENERAL STORES,400100368495,W325G - WESTERN 325L GLASSTOP,19.182831,73.0370616
HUL-I10C181P2302-P2302,Viraj Bakery,400100286397,W325G - WESTERN 325L GLASSTOP,19.1898636,73.1659155
HUL-I10A301P11201-P11201,ASHAPURA SWEET AND FAST FOOD,400100230145,W425G - WESTERN 425L GLASSTOP,18.9620327,73.1436532
HUL-I190034P5347-P5347,JAI MATA DI GENERAL STORE,400100211708,W325G - WESTERN 325L GLASSTOP,19.2463744,73.0191756
HUL-I10C032P5856-P5856,Pandharpuri Chai,400100338990,W325G - WESTERN 325L GLASSTOP,19.2440676,73.1232869
HUL-I10C181P3206-P3206,Poonam Kirana General Store,400100335541,W425G - WESTERN 425L GLASSTOP,19.1991256,73.1616971
HUL-I10C159P3008-P3008,NEW BOMBAY CHEMIST AND DRUGGIST,400100281997,W325G - WESTERN 325L GLASSTOP,19.0721732,73.0117398
HUL-I10C162P4023-P4023,UTSAV UDUPI RESTAURANT,400100322175,W325G - WESTERN 325L GLASSTOP,19.1842371,73.0425451
HUL-I10C162P2916-P2916,Jay Mata Di Kirana And General Store,30083785,W325G - WESTERN 325L GLASSTOP,19.2465997,73.0259552
HUL-I170029P2671-P2671,YES MEDICAL STORE,30049558,W425G - WESTERN 425L GLASSTOP,19.2348266,73.1192757
HUL-I134490P2501-P2501,SHREE MAHALAXMI MEDICO CHEMIST & DRUGGIST (AND-W),400100322021,W325G - WESTERN 325L GLASSTOP,19.1263747,72.8447625
HUL-I10A301P12143-P12143,SHREE KRUSHNA DAIRY,30036590,VT3 - NUCAB 400L GLASSTOP,18.9578857,73.1432584
HUL-I10C162P3967-P3967,DIVA AYURVEDIK AUSHADHI BHANDAR,400100322160,W325G - WESTERN 325L GLASSTOP,19.1843653,73.046117
HUL-I10C159P3799-P3799,Mahavir Chemist General Store,30082508,W425G - WESTERN 425L GLASSTOP,19.071622,73.0118155
HUL-I10C181P3252-P3252,Soni Store,400100219520,W425G - WESTERN 425L GLASSTOP,19.2296929,73.1584262
HUL- I133831P479-P479,ATUL DAIRY (AND-W),400100233964,W525G - WESTERN 525L GLASSTOP,19.1304938,72.8364084
HUL-I133832P2243-P2243,SHREE SIDDHIVINAYAK MEDICAL(PANVEL),30081602,W425G - WESTERN 425L GLASSTOP,18.9597535,73.1418945
HUL-I170105P5680-P5680,SHIVALAY MEDICAL ( TURBHE),30131863,W425G - WESTERN 425L GLASSTOP,19.0715271,73.0132321
HUL-I10C162P3157-P3157,Dev Narayan Dairy,400100335589,W425G - WESTERN 425L GLASSTOP,19.248715,73.0099317
HUL- I133831P496-P496,RATNA SUPER MARKET (AND-W),400100103667,VT3 - NUCAB 400L GLASSTOP,19.1304561,72.8376811
HUL-I10C181P3374-P3374,Maharaja Ice Cream,400100372032,W325G - WESTERN 325L GLASSTOP,19.2374816,73.162807
HUL-I10C162P3203-P3203,HOTEL JAYESH,400100322149,W325G - WESTERN 325L GLASSTOP,19.1863802,73.041819
HUL-I10C162P3214-P3214,SHREE BALAJI TRADERS,400100319363,W425G - WESTERN 425L GLASSTOP,19.2474893,73.007504
HUL-I10C032P5923-P5923,Ruby Medical,400100252569,W325G - WESTERN 325L GLASSTOP,19.2409129,73.1214636
HUL-I134897P15522-P15522,JAY MAHARASHTRA NEW SUPER MARKET,400100254059,W325G - WESTERN 325L GLASSTOP,19.2491874,73.0117677
HUL-I10C032P5807-P5807,Tawakkal Trading Company,400100335960,W425G - WESTERN 425L GLASSTOP,19.2409266,73.1214671
HUL-I10C273P2449-P2449,MITHAS SWEET CORNER (MOHAPADA),400100324910,W525G - WESTERN 525L GLASSTOP,18.9594698,73.1503813
HUL-I10C162P3838-P3838,Adarsh Nahsta Hause,400100384203,W425G - WESTERN 425L GLASSTOP,19.1869733,73.0434
HUL-I10C032P6147-P6147,S S BAKERS,400100377414,W225G - WESTERN 225L GLASSTOP,19.2361107,73.1450075
HUL-I170105P1079-P1079,HAUSA AAI CATARER,30032289,VT3 - NUCAB 400L GLASSTOP,19.0701104,73.0120979
HUL-I10C162P2765-P2765,Maa Ambe Doodh Dairy And General store,30096203,W425G - WESTERN 425L GLASSTOP,19.247527,73.0140491
HUL-I170029P722-P722,NEW NICE COLD DRINKS,400100292687,W425G - WESTERN 425L GLASSTOP,19.2398036,73.1188071
HUL-I10C181P3248-P3248,Ms Murli Enterprises,400100375037,W425G - WESTERN 425L GLASSTOP,19.2197541,73.1570347
HUL-I10A301P12037-P12037,ASHAPURA SWEETS AND DAIRY,30114300,W425G - WESTERN 425L GLASSTOP,18.956246,73.1618322
HUL-I170107P1252-P1252,EVERSHINE CHEMIST,400100338575,W525G - WESTERN 525L GLASSTOP,19.1388949,72.8372897
HUL-I10C162P3161-P3161,Raj Mata Medical,400100293491,W425G - WESTERN 425L GLASSTOP,19.251109,73.0172831
HUL-I10C032P5213-P5213,RK Medical & General Stores,400100286466,W325G - WESTERN 325L GLASSTOP,19.2419151,73.1246841
HUL-I10C162P3901-P3901,DIVA Sagar Family Restaurant,400100348482,W325G - WESTERN 325L GLASSTOP,19.186978,73.0436248
HUL-I10C159P4034-P4034,Shree Sai Medical (Turbe Gao),400100372116,W425G - WESTERN 425L GLASSTOP,19.0693805,73.0143584
HUL-I133832P12410-P12410,SBR MEDICAL,400100230940,W425G - WESTERN 425L GLASSTOP,18.9559538,73.1616404
HUL-I134490P2607-P2607,KAILASH DAIRY FARM (DAH-E),400100255811,W425G - WESTERN 425L GLASSTOP,19.2394476,72.8609888
HUL-I10C162P1766-P1766,Life Care Chemist (Kalher),400100267702,W425G - WESTERN 425L GLASSTOP,19.2509531,73.0178026
